Entity,Code,Year,share of global production|Copper|Mine|tonnes
South Africa,ZAF,1997,1.6086956
South Africa,ZAF,1998,1.5520661
South Africa,ZAF,1999,1.2726562
South Africa,ZAF,2000,1.1097745
South Africa,ZAF,2001,1.0357665
South Africa,ZAF,2002,0.6617647
South Africa,ZAF,2003,0.64737684
South Africa,ZAF,2004,0.5830612
South Africa,ZAF,2005,0.59066665
South Africa,ZAF,2006,0.5927152
South Africa,ZAF,2007,0.62580645
South Africa,ZAF,2008,0.69679487
South Africa,ZAF,2009,0.6725
South Africa,ZAF,2010,0.63726705
South Africa,ZAF,2011,0.6
South Africa,ZAF,2012,0.53173655
South Africa,ZAF,2013,0.43924457
South Africa,ZAF,2014,0.42310214
South Africa,ZAF,2015,0.40082902
South Africa,ZAF,2016,0.31832683
South Africa,ZAF,2017,0.32588556
South Africa,ZAF,2018,0.22766991
South Africa,ZAF,2019,0.25735784
South Africa,ZAF,2020,0.1411068
South Africa,ZAF,2021,0.13352358
South Africa,ZAF,2022,0.22463013
South Korea,KOR,1970,0.027779661
South Korea,KOR,1971,0.029848484
South Korea,KOR,1972,0.031834863
South Korea,KOR,1973,0.03354046
South Korea,KOR,1974,0.04556338
South Korea,KOR,1975,0.034569733
South Korea,KOR,1976,0.028884297
South Korea,KOR,1977,0.022749325
South Korea,KOR,1978,0.009821429
South Korea,KOR,1979,0.006462585
South Korea,KOR,1980,0.0051666666
South Korea,KOR,1981,0.0065149544
South Korea,KOR,1982,0.004221636
South Korea,KOR,1983,0.0051116953
South Korea,KOR,1984,0.0059411013
South Korea,KOR,1985,0.0038548184
South Korea,KOR,1986,0.0027078085
South Korea,KOR,1987,0.0030218447
South Korea,KOR,2020,0
South Korea,KOR,2021,0
South Korea,KOR,2022,0
South Korea,KOR,2023,0
Spain,ESP,1970,0.16138983
Spain,ESP,1971,0.5729293
Spain,ESP,1972,0.61009175
Spain,ESP,1973,0.7454913
Spain,ESP,1974,0.658493
Spain,ESP,1975,0.4454006
Spain,ESP,1976,0.4802617
Spain,ESP,1977,0.5857412
Spain,ESP,1978,0.5556044
Spain,ESP,1979,0.5847891
Spain,ESP,1980,0.673375
Spain,ESP,1981,0.7337191
Spain,ESP,1982,0.628153
Spain,ESP,1983,0.7203417
Spain,ESP,1984,0.80800253
Spain,ESP,1985,0.7629537
Spain,ESP,1986,0.64337534
Spain,ESP,1987,0.19675972
Spain,ESP,1988,0.16244265
Spain,ESP,1989,0.30431417
Spain,ESP,1990,0.14456522
Spain,ESP,1991,0.08270097
Spain,ESP,1992,0.11470961
Spain,ESP,1993,0.0705058
Spain,ESP,1994,0.06256842
Spain,ESP,1995,0.24519
Spain,ESP,1996,0.34907272
Spain,ESP,1997,0.33814782
Spain,ESP,1998,0.32593387
Spain,ESP,1999,0.061421875
Spain,ESP,2000,0.18649624
Spain,ESP,2001,0.071532845
Spain,ESP,2002,0.00917647
Spain,ESP,2003,0.0046014492
Spain,ESP,2004,0.008897959
Spain,ESP,2005,0.049053334
Spain,ESP,2006,0.05383444
Spain,ESP,2007,0.04052258
Spain,ESP,2008,0.09062821
Spain,ESP,2009,0.11039375
Spain,ESP,2010,0.33748448
Spain,ESP,2011,0.42553416
Spain,ESP,2012,0.59816766
Spain,ESP,2013,0.5684783
Spain,ESP,2014,0.55860215
Spain,ESP,2015,0.583886
Spain,ESP,2016,0.8182244
Spain,ESP,2017,0.98683083
Spain,ESP,2018,0.911233
Spain,ESP,2019,0.8360588
Spain,ESP,2020,0.8867864
Spain,ESP,2021,0.6716085
Spain,ESP,2022,0.5881096
Sweden,SWE,1970,0.44547457
Sweden,SWE,1971,0.5084175
Sweden,SWE,1972,0.46818042
Sweden,SWE,1973,0.6476734
Sweden,SWE,1974,0.5723521
Sweden,SWE,1975,0.60287833
Sweden,SWE,1976,0.61790633
Sweden,SWE,1977,0.6032884
Sweden,SWE,1978,0.6512637
Sweden,SWE,1979,0.6227619
Sweden,SWE,1980,0.59423614
Sweden,SWE,1981,0.6693368
Sweden,SWE,1982,0.69501317
Sweden,SWE,1983,0.98998684
Sweden,SWE,1984,1.158105
Sweden,SWE,1985,1.1497747
Sweden,SWE,1986,1.1066877
Sweden,SWE,1987,1.0450606
Sweden,SWE,1988,0.86045873
Sweden,SWE,1989,0.788031
Sweden,SWE,1990,0.8074239
Sweden,SWE,1991,0.875134
Sweden,SWE,1992,0.9413411
Sweden,SWE,1993,0.9368704
Sweden,SWE,1994,0.83562106
Sweden,SWE,1995,0.83603
Sweden,SWE,1996,0.65144545
Sweden,SWE,1997,0.75313044
Sweden,SWE,1998,0.60896695
Sweden,SWE,1999,0.5559375
Sweden,SWE,2000,0.5846993
Sweden,SWE,2001,0.5421095
Sweden,SWE,2002,0.5293456
Sweden,SWE,2003,0.6024855
Sweden,SWE,2004,0.56064624
Sweden,SWE,2005,0.58045334
Sweden,SWE,2006,0.57447684
Sweden,SWE,2007,0.4058387
Sweden,SWE,2008,0.36979488
Sweden,SWE,2009,0.3463375
Sweden,SWE,2010,0.47524223
Sweden,SWE,2011,0.515323
Sweden,SWE,2012,0.4935449
Sweden,SWE,2013,0.45056522
Sweden,SWE,2014,0.42658603
Sweden,SWE,2015,0.3892487
Sweden,SWE,2016,0.38532683
Sweden,SWE,2017,0.5196518
Sweden,SWE,2018,0.5152524
Sweden,SWE,2019,0.48692158
Sweden,SWE,2020,0.48575243
Sweden,SWE,2021,0.4156038
Sweden,SWE,2022,0.40336528
Taiwan,TWN,1970,0.042372882
Taiwan,TWN,1971,0.04040404
Taiwan,TWN,1972,0.030519878
Taiwan,TWN,1973,0.03468208
Taiwan,TWN,1974,0.03521127
Taiwan,TWN,1975,0.02818991
Taiwan,TWN,1976,0.027548209
Taiwan,TWN,1977,0.026954178
Taiwan,TWN,1978,0.010989011
Taiwan,TWN,1979,0.008163265
Taiwan,TWN,1980,0.0069444445
Taiwan,TWN,1981,0.006501951
Tajikistan,TJK,2013,0.0032608695
Tajikistan,TJK,2014,0.0005376344
Tajikistan,TJK,2015,0.009264248
Tajikistan,TJK,2016,0.0121609755
Tajikistan,TJK,2017,0.014691542
Tajikistan,TJK,2018,0.015582524
Tajikistan,TJK,2019,0.011421569
Tajikistan,TJK,2020,0.004747573
Tajikistan,TJK,2021,0.00870283
Tajikistan,TJK,2022,0.0055068494
Tanzania,TZA,1998,0
Tanzania,TZA,1999,0
Tanzania,TZA,2000,0
Tanzania,TZA,2001,0.026277373
Tanzania,TZA,2002,0.030882353
Tanzania,TZA,2003,0.02692029
Tanzania,TZA,2004,0.028843537
Tanzania,TZA,2005,0.024406666
Tanzania,TZA,2006,0.021754967
Tanzania,TZA,2007,0.021135485
Tanzania,TZA,2008,0.018282052
Tanzania,TZA,2009,0.01924375
Tanzania,TZA,2010,0.039751552
Tanzania,TZA,2011,0.041913044
Tanzania,TZA,2012,0.03497006
Tanzania,TZA,2013,0.114891306
Tanzania,TZA,2014,0.08817204
Tanzania,TZA,2015,0.08704663
Tanzania,TZA,2016,0.08487805
Tanzania,TZA,2017,0.06467662
Tanzania,TZA,2018,0.18446602
Tanzania,TZA,2019,0.083333336
Tanzania,TZA,2020,0.28640777
Tanzania,TZA,2021,0.5424528
Tanzania,TZA,2022,0.53881276
Turkey,TUR,1970,0.5271186
Turkey,TUR,1971,0.5050505
Turkey,TUR,1972,0.3379205
Turkey,TUR,1973,0.43641618
Turkey,TUR,1974,0.4225352
Turkey,TUR,1975,0.4050445
Turkey,TUR,1976,0.40389806
Turkey,TUR,1977,0.4714151
Turkey,TUR,1978,0.37346154
Turkey,TUR,1979,0.4152517
Turkey,TUR,1980,0.29583332
Turkey,TUR,1981,0.41723016
Turkey,TUR,1982,0.43257257
Turkey,TUR,1983,0.32545334
Turkey,TUR,1984,0.39788732
Turkey,TUR,1985,0.37371716
Turkey,TUR,1986,0.32852644
Turkey,TUR,1987,0.38265777
Turkey,TUR,1988,0.43286696
Turkey,TUR,1989,0.42202434
Turkey,TUR,1990,0.43288043
Turkey,TUR,1991,0.4225295
Turkey,TUR,1992,0.3846357
Turkey,TUR,1993,0.4130664
Turkey,TUR,1994,0.4568421
Turkey,TUR,1995,0.445
Turkey,TUR,1996,0.47454545
Turkey,TUR,1997,0.56173915
Turkey,TUR,1998,0.6107438
Turkey,TUR,1999,0.57071096
Turkey,TUR,2000,0.57182705
Turkey,TUR,2001,0.41474453
Turkey,TUR,2002,0.35453677
Turkey,TUR,2003,0.31336957
Turkey,TUR,2004,0.33877552
Turkey,TUR,2005,0.36066666
Turkey,TUR,2006,0.30728477
Turkey,TUR,2007,0.5225806
Turkey,TUR,2008,0.52820516
Turkey,TUR,2009,0.4525
Turkey,TUR,2010,0.49627328
Turkey,TUR,2011,0.5745342
Turkey,TUR,2012,0.6245509
Turkey,TUR,2013,0.6548913
Turkey,TUR,2014,0.65591395
Turkey,TUR,2015,0.5595855
Turkey,TUR,2016,0.4878049
Turkey,TUR,2017,0.41293532
Turkey,TUR,2018,0.38640776
Turkey,TUR,2019,0.3602941
Turkey,TUR,2020,0.51941746
Turkey,TUR,2021,0.50990564
Turkey,TUR,2022,0.5251142
USSR,OWID_USS,1970,15.677966
USSR,OWID_USS,1971,16.666666
USSR,OWID_USS,1972,15.749235
USSR,OWID_USS,1973,15.317919
USSR,OWID_USS,1974,14.929578
USSR,OWID_USS,1975,16.320475
USSR,OWID_USS,1976,15.564738
USSR,OWID_USS,1977,14.824798
USSR,OWID_USS,1978,15.659341
USSR,OWID_USS,1979,15.374149
USSR,OWID_USS,1980,13.611111
USSR,OWID_USS,1981,13.0039015
USSR,OWID_USS,1982,13.324538
USSR,OWID_USS,1983,13.403417
USSR,OWID_USS,1984,13.06018
USSR,OWID_USS,1985,12.891114
USSR,OWID_USS,1986,12.972292
USSR,OWID_USS,1987,12.257281
USSR,OWID_USS,1988,11.353211
USSR,OWID_USS,1989,10.508849
USSR,OWID_USS,1990,9.782609
USSR,OWID_USS,1991,9.003216
Uganda,UGA,1973,0.20520231
Uganda,UGA,1974,0.16197184
Uganda,UGA,1975,0.12611276
Uganda,UGA,1976,0.09641873
Uganda,UGA,1977,0.053908356
Uganda,UGA,1978,0.0989011
United Kingdom,GBR,1970,0
United Kingdom,GBR,1972,0.0036391437
United Kingdom,GBR,1973,0.006632948
United Kingdom,GBR,1974,0.006112676
United Kingdom,GBR,1975,0.009673591
United Kingdom,GBR,1976,0.007603306
United Kingdom,GBR,1977,0.006105121
United Kingdom,GBR,1978,0.0018543956
United Kingdom,GBR,1979,0
United Kingdom,GBR,1980,0.0027777778
United Kingdom,GBR,1981,0.007893368
United Kingdom,GBR,1982,0.008562005
United Kingdom,GBR,1983,0.008567674
United Kingdom,GBR,1984,0.008412292
United Kingdom,GBR,1985,0.0074092615
United Kingdom,GBR,1986,0.007581864
United Kingdom,GBR,1987,0.009101942
United Kingdom,GBR,1988,0.008394496
United Kingdom,GBR,1989,0.005619469
United Kingdom,GBR,1990,0.010380435
United Kingdom,GBR,1991,0.0031511255
United States,USA,1970,26.441322
United States,USA,1971,23.247374
United States,USA,1972,23.093548
United States,USA,1973,22.521517
United States,USA,1974,20.405296
United States,USA,1975,19.023502
United States,USA,1976,20.062864
United States,USA,1977,18.387804
United States,USA,1978,18.648172
United States,USA,1979,19.681442
United States,USA,1980,16.404388
United States,USA,1981,20.00208
United States,USA,1982,15.131597
United States,USA,1983,13.641235
United States,USA,1984,14.117964
United States,USA,1985,13.799749
United States,USA,1986,14.449332
United States,USA,1987,15.092184
United States,USA,1988,16.249174
United States,USA,1989,16.568783
United States,USA,1990,17.258064
United States,USA,1991,17.482079
United States,USA,1992,18.635227
United States,USA,1993,18.981897
United States,USA,1994,19.473684
United States,USA,1995,18.491
United States,USA,1996,17.43909
United States,USA,1997,16.866087
United States,USA,1998,15.366942
United States,USA,1999,12.70625
United States,USA,2000,10.857895
United States,USA,2001,9.7708025
United States,USA,2002,8.4
United States,USA,2003,8.086957
United States,USA,2004,7.8911567
United States,USA,2005,7.6
United States,USA,2006,7.927152
United States,USA,2007,7.548387
United States,USA,2008,8.397436
United States,USA,2009,7.375
United States,USA,2010,6.89441
United States,USA,2011,6.912422
United States,USA,2012,6.9868264
United States,USA,2013,6.946739
United States,USA,2014,7.4446235
United States,USA,2015,7.150259
United States,USA,2016,6.97561
United States,USA,2017,6.2686567
United States,USA,2018,5.92233
United States,USA,2019,6.1764708
United States,USA,2020,5.8252425
United States,USA,2021,5.8018866
United States,USA,2022,5.6164384
United States,USA,2023,5
Uzbekistan,UZB,1992,0.5279831
Uzbekistan,UZB,1993,0.82191783
Uzbekistan,UZB,1994,0.51578945
Uzbekistan,UZB,1995,0.4
Uzbekistan,UZB,1996,0.58181816
Uzbekistan,UZB,1997,0.6469565
Uzbekistan,UZB,1998,0.61487603
Uzbekistan,UZB,1999,0.515625
Uzbekistan,UZB,2000,0.5263158
Uzbekistan,UZB,2001,0.5109489
Uzbekistan,UZB,2002,0.5882353
Uzbekistan,UZB,2003,0.5797101
Uzbekistan,UZB,2004,0.5442177
Uzbekistan,UZB,2005,0.53333336
Uzbekistan,UZB,2006,0.5298013
Uzbekistan,UZB,2007,0.516129
Uzbekistan,UZB,2008,0.51282054
Uzbekistan,UZB,2009,0.5
Uzbekistan,UZB,2010,0.49689442
Uzbekistan,UZB,2011,0.49689442
Uzbekistan,UZB,2012,0.5724551
Uzbekistan,UZB,2013,0.54347825
Uzbekistan,UZB,2014,0.53763443
Uzbekistan,UZB,2015,0.53367877
Uzbekistan,UZB,2016,0.6585366
Uzbekistan,UZB,2017,0.6970149
Uzbekistan,UZB,2018,0.6854369
Uzbekistan,UZB,2019,0.6730392
Uzbekistan,UZB,2020,0.69320387
Uzbekistan,UZB,2021,0.7004717
Uzbekistan,UZB,2022,0.67808217
Vietnam,VNM,1999,0.00546875
Vietnam,VNM,2000,0.018045112
Vietnam,VNM,2001,0.011678832
Vietnam,VNM,2002,0.008088236
Vietnam,VNM,2003,0.008695652
Vietnam,VNM,2004,0.013605442
Vietnam,VNM,2005,0.020666666
Vietnam,VNM,2006,0.07549669
Vietnam,VNM,2007,0.08064516
Vietnam,VNM,2008,0.073846154
Vietnam,VNM,2009,0.08084375
Vietnam,VNM,2010,0.07614907
Vietnam,VNM,2011,0.07383851
Vietnam,VNM,2012,0.07614371
Vietnam,VNM,2013,0.070423916
Vietnam,VNM,2014,0.10911828
Vietnam,VNM,2015,0.116704665
Vietnam,VNM,2016,0.11041951
Vietnam,VNM,2017,0.106721394
Vietnam,VNM,2018,0.12735437
Vietnam,VNM,2019,0.148
Vietnam,VNM,2020,0.14942719
Vietnam,VNM,2021,0.16004717
Vietnam,VNM,2022,0.15848859
West Germany,OWID_GFR,1970,0.025033899
West Germany,OWID_GFR,1971,0.024983166
West Germany,OWID_GFR,1972,0.020198777
West Germany,OWID_GFR,1973,0.020751445
West Germany,OWID_GFR,1974,0.024422536
West Germany,OWID_GFR,1975,0.029094955
West Germany,OWID_GFR,1976,0.022217631
West Germany,OWID_GFR,1977,0.016307278
West Germany,OWID_GFR,1978,0.011277473
West Germany,OWID_GFR,1979,0.011578231
West Germany,OWID_GFR,1980,0.017694445
West Germany,OWID_GFR,1981,0.018205462
West Germany,OWID_GFR,1982,0.017150396
West Germany,OWID_GFR,1983,0.015768725
West Germany,OWID_GFR,1984,0.0128040975
West Germany,OWID_GFR,1985,0.01126408
West Germany,OWID_GFR,1986,0.010075566
West Germany,OWID_GFR,1987,0.018203884
West Germany,OWID_GFR,1988,0.008027523
West Germany,OWID_GFR,1989,0.0011061947
West Germany,OWID_GFR,1990,0
World,OWID_WRL,1900,100
World,OWID_WRL,1901,100
World,OWID_WRL,1902,100
World,OWID_WRL,1903,100
World,OWID_WRL,1904,100
World,OWID_WRL,1905,100
World,OWID_WRL,1906,100
World,OWID_WRL,1907,100
World,OWID_WRL,1908,100
World,OWID_WRL,1909,100
World,OWID_WRL,1910,100
World,OWID_WRL,1911,100
World,OWID_WRL,1912,100
World,OWID_WRL,1913,100
World,OWID_WRL,1914,100
World,OWID_WRL,1915,100
World,OWID_WRL,1916,100
World,OWID_WRL,1917,100
World,OWID_WRL,1918,100
World,OWID_WRL,1919,100
World,OWID_WRL,1920,100
World,OWID_WRL,1921,100
World,OWID_WRL,1922,100
World,OWID_WRL,1923,100
World,OWID_WRL,1924,100
World,OWID_WRL,1925,100
World,OWID_WRL,1926,100
World,OWID_WRL,1927,100
World,OWID_WRL,1928,100
World,OWID_WRL,1929,100
World,OWID_WRL,1930,100
World,OWID_WRL,1931,100
World,OWID_WRL,1932,100
World,OWID_WRL,1933,100
World,OWID_WRL,1934,100
World,OWID_WRL,1935,100
World,OWID_WRL,1936,100
World,OWID_WRL,1937,100
World,OWID_WRL,1938,100
World,OWID_WRL,1939,100
World,OWID_WRL,1940,100
World,OWID_WRL,1941,100
World,OWID_WRL,1942,100
World,OWID_WRL,1943,100
World,OWID_WRL,1944,100
World,OWID_WRL,1945,100
World,OWID_WRL,1946,100
World,OWID_WRL,1947,100
World,OWID_WRL,1948,100
World,OWID_WRL,1949,100
World,OWID_WRL,1950,100
World,OWID_WRL,1951,100
World,OWID_WRL,1952,100
World,OWID_WRL,1953,100
World,OWID_WRL,1954,100
World,OWID_WRL,1955,100
World,OWID_WRL,1956,100
World,OWID_WRL,1957,100
World,OWID_WRL,1958,100
World,OWID_WRL,1959,100
World,OWID_WRL,1960,100
World,OWID_WRL,1961,100
World,OWID_WRL,1962,100
World,OWID_WRL,1963,100
World,OWID_WRL,1964,100
World,OWID_WRL,1965,100
World,OWID_WRL,1966,100
World,OWID_WRL,1967,100
World,OWID_WRL,1968,100
World,OWID_WRL,1969,100
World,OWID_WRL,1970,100
World,OWID_WRL,1971,100
World,OWID_WRL,1972,100
World,OWID_WRL,1973,100
World,OWID_WRL,1974,100
World,OWID_WRL,1975,100
World,OWID_WRL,1976,100
World,OWID_WRL,1977,100
World,OWID_WRL,1978,100
World,OWID_WRL,1979,100
World,OWID_WRL,1980,100
World,OWID_WRL,1981,100
World,OWID_WRL,1982,100
World,OWID_WRL,1983,100
World,OWID_WRL,1984,100
World,OWID_WRL,1985,100
World,OWID_WRL,1986,100
World,OWID_WRL,1987,100
World,OWID_WRL,1988,100
World,OWID_WRL,1989,100
World,OWID_WRL,1990,100
World,OWID_WRL,1991,100
World,OWID_WRL,1992,100
World,OWID_WRL,1993,100
World,OWID_WRL,1994,100
World,OWID_WRL,1995,100
World,OWID_WRL,1996,100
World,OWID_WRL,1997,100
World,OWID_WRL,1998,100
World,OWID_WRL,1999,100
World,OWID_WRL,2000,100
World,OWID_WRL,2001,100
World,OWID_WRL,2002,100
World,OWID_WRL,2003,100
World,OWID_WRL,2004,100
World,OWID_WRL,2005,100
World,OWID_WRL,2006,100
World,OWID_WRL,2007,100
World,OWID_WRL,2008,100
World,OWID_WRL,2009,100
World,OWID_WRL,2010,100
World,OWID_WRL,2011,100
World,OWID_WRL,2012,100
World,OWID_WRL,2013,100
World,OWID_WRL,2014,100
World,OWID_WRL,2015,100
World,OWID_WRL,2016,100
World,OWID_WRL,2017,100
World,OWID_WRL,2018,100
World,OWID_WRL,2019,100
World,OWID_WRL,2020,100
World,OWID_WRL,2021,100
World,OWID_WRL,2022,100
World,OWID_WRL,2023,100
Yugoslavia,OWID_YGS,1970,1.5391186
Yugoslavia,OWID_YGS,1971,1.589091
Yugoslavia,OWID_YGS,1972,1.5769572
Yugoslavia,OWID_YGS,1973,1.6155636
Yugoslavia,OWID_YGS,1974,1.5785916
Yugoslavia,OWID_YGS,1975,1.7046587
Yugoslavia,OWID_YGS,1976,1.6546832
Yugoslavia,OWID_YGS,1977,1.5662804
Yugoslavia,OWID_YGS,1978,1.6939423
Yugoslavia,OWID_YGS,1979,1.515932
Yugoslavia,OWID_YGS,1980,1.59425
Yugoslavia,OWID_YGS,1981,1.4429259
Yugoslavia,OWID_YGS,1982,1.5738654
Yugoslavia,OWID_YGS,1983,1.7017871
Yugoslavia,OWID_YGS,1984,1.7615237
Yugoslavia,OWID_YGS,1985,1.7832165
Yugoslavia,OWID_YGS,1986,1.7448866
Yugoslavia,OWID_YGS,1987,1.5833738
Yugoslavia,OWID_YGS,1988,1.1871904
Yugoslavia,OWID_YGS,1989,1.5445907
Yugoslavia,OWID_YGS,1990,1.5233152
Yugoslavia,OWID_YGS,1991,1.3059164
Zambia,ZMB,1970,11.594915
Zambia,ZMB,1971,10.96633
Zambia,ZMB,1972,10.974006
Zambia,ZMB,1973,10.210607
Zambia,ZMB,1974,9.830366
Zambia,ZMB,1975,9.601825
Zambia,ZMB,1976,9.802769
Zambia,ZMB,1977,8.878545
Zambia,ZMB,1978,8.983682
Zambia,ZMB,1979,7.973415
Zambia,ZMB,1980,8.471319
Zambia,ZMB,1981,7.6390376
Zambia,ZMB,1982,6.987348
Zambia,ZMB,1983,7.7700396
Zambia,ZMB,1984,7.37516
Zambia,ZMB,1985,6.392991
Zambia,ZMB,1986,6.459169
Zambia,ZMB,1987,6.395631
Zambia,ZMB,1988,5.941078
Zambia,ZMB,1989,5.974325
Zambia,ZMB,1990,5.9312716
Zambia,ZMB,1991,4.533762
Zambia,ZMB,1992,4.56811
Zambia,ZMB,1993,4.5468917
Zambia,ZMB,1994,4.0463157
Zambia,ZMB,1995,3.41938
Zambia,ZMB,1996,3.0885818
Zambia,ZMB,1997,2.8803043
Zambia,ZMB,1998,3.130562
Zambia,ZMB,1999,2.1171484
Zambia,ZMB,2000,1.8744662
Zambia,ZMB,2001,2.2402117
Zambia,ZMB,2002,2.2634852
Zambia,ZMB,2003,2.5137682
Zambia,ZMB,2004,2.7911565
Zambia,ZMB,2005,3.1000133
Zambia,ZMB,2006,3.29251
Zambia,ZMB,2007,3.3806453
Zambia,ZMB,2008,3.6391025
Zambia,ZMB,2009,3.7575
Zambia,ZMB,2010,4.7640247
Zambia,ZMB,2011,4.1204967
Zambia,ZMB,2012,4.162874
Zambia,ZMB,2013,4.129348
Zambia,ZMB,2014,3.8078442
Zambia,ZMB,2015,3.6832125
Zambia,ZMB,2016,3.5383365
Zambia,ZMB,2017,3.9664974
Zambia,ZMB,2018,4.2516894
Zambia,ZMB,2019,3.8722646
Zambia,ZMB,2020,4.1407766
Zambia,ZMB,2021,3.971698
Zambia,ZMB,2022,3.6392694
Zambia,ZMB,2023,3.4545455
Zimbabwe,ZWE,1970,0.40677965
Zimbabwe,ZWE,1971,0.3922559
Zimbabwe,ZWE,1972,0.48623854
Zimbabwe,ZWE,1973,0.50578034
Zimbabwe,ZWE,1974,0.5633803
Zimbabwe,ZWE,1975,0.70591986
Zimbabwe,ZWE,1976,0.663719
Zimbabwe,ZWE,1977,0.46855795
Zimbabwe,ZWE,1978,0.46494505
Zimbabwe,ZWE,1979,0.40440816
Zimbabwe,ZWE,1980,0.373625
Zimbabwe,ZWE,1981,0.3196749
Zimbabwe,ZWE,1982,0.32717678
Zimbabwe,ZWE,1983,0.28331143
Zimbabwe,ZWE,1984,0.29048654
Zimbabwe,ZWE,1985,0.25907385
Zimbabwe,ZWE,1986,0.25944585
Zimbabwe,ZWE,1987,0.22815534
Zimbabwe,ZWE,1988,0.18481651
Zimbabwe,ZWE,1989,0.17477876
Zimbabwe,ZWE,1990,0.16086957
Zimbabwe,ZWE,1991,0.14802787
Zimbabwe,ZWE,1992,0.10214361
Zimbabwe,ZWE,1993,0.08626976
Zimbabwe,ZWE,1994,0.09842105
Zimbabwe,ZWE,1995,0.08045
Zimbabwe,ZWE,1996,0.08207273
Zimbabwe,ZWE,1997,0.059408695
Zimbabwe,ZWE,1998,0.024305785
Zimbabwe,ZWE,1999,0.038882814
Zimbabwe,ZWE,2000,0.0041954885
Zimbabwe,ZWE,2001,0.015014598
Zimbabwe,ZWE,2002,0.01839706
Zimbabwe,ZWE,2003,0.020050725
Zimbabwe,ZWE,2004,0.016210884
Zimbabwe,ZWE,2005,0.017133333
Zimbabwe,ZWE,2006,0.017092716
Zimbabwe,ZWE,2007,0.017296774
Zimbabwe,ZWE,2008,0.018121796
Zimbabwe,ZWE,2009,0.022325
Zimbabwe,ZWE,2010,0.028751552
Zimbabwe,ZWE,2011,0.040714286
Zimbabwe,ZWE,2012,0.03991018
Zimbabwe,ZWE,2013,0.045027174
Zimbabwe,ZWE,2014,0.04441398
Zimbabwe,ZWE,2015,0.04258031
Zimbabwe,ZWE,2016,0.044395123
Zimbabwe,ZWE,2017,0.043975126
Zimbabwe,ZWE,2018,0.044063106
Zimbabwe,ZWE,2019,0.04264706
Zimbabwe,ZWE,2020,0.038509708
Zimbabwe,ZWE,2021,0.040801886
Zimbabwe,ZWE,2022,0.046429224
